Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Annual Revenue Share,Cumulative Share,Current Inventory Quantity,Reorder Yes or NO,Stock Status,ABC Classification,CV,XYZ Classification,CV Rank,ABC Rank,Safety Stock,Reorder Point,Average Demand,Store
cosmetics,SKU72,90.20442752,88,478,2633.121981,Non-binary,57,28-Jan-00,77,9,Carrier A,6.59961416,Supplier 1,Bangalore,20-Jan-00,152,10-Jan-00,55.7604929,Pending,3.213329607,Rail,Route B,677.9445698,0.004558691,0.926146901,-269,Yes,Below Reorder point,C [Less Value],0.632337567,Y [Variable Demand],45,79,21.84410125,122.2241013,4.78,1
cosmetics,SKU73,83.85101768,41,375,7910.886916,Male,17,24-Jan-00,66,5,Carrier B,1.512936837,Supplier 4,Chennai,12-Jan-00,444,03-Jan-00,46.8702388,Fail,4.620546065,Road,Route A,866.4728001,0.01369602,0.461077005,86,No,In Stock,A [High Value],0.806019619,Z [Uncertain Demand],53,30,17.23672955,65.98672955,3.75,1
haircare,SKU74,3.170011414,64,904,5709.945296,Female,41,05-Jan-00,1,5,Carrier A,5.23765465,Supplier 4,Delhi,31 December 1899,919,08-Jan-00,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,0.009885557,0.758752022,56,No,In Stock,B [Medium Value],0.334355483,X [Uniform Demand],13,55,0.55001477,9.59001477,9.04,1
skincare,SKU75,92.99688423,29,106,1889.07359,Non-binary,16,19-Jan-00,56,10,Carrier C,2.473897761,Supplier 1,Chennai,24-Jan-00,759,10-Jan-00,48.06478264,Pass,2.030069089,Air,Route C,873.129648,0.003270529,0.984796655,669,No,In Stock,C [Less Value],2.851484501,Z [Uncertain Demand],89,94,117.2673001,143.7673001,1.06,1
haircare,SKU76,69.10879955,23,241,5328.375984,Male,38,31 December 1899,22,10,Carrier A,7.054538337,Supplier 2,Bangalore,24-Jan-00,985,23-Jan-00,64.3235978,Pending,2.180037452,Rail,Route A,997.4134501,0.009224951,0.786957583,782,No,In Stock,B [Medium Value],1.254179905,Z [Uncertain Demand],70,58,51.57814859,111.8281486,2.41,1
haircare,SKU77,57.44974296,14,359,2483.760178,Unknown,96,27-Jan-00,57,4,Carrier B,6.780946626,Supplier 1,Kolkata,25-Jan-00,334,04-Jan-00,42.95244475,Pass,3.055141818,Road,Route B,852.5680989,0.004300103,0.943846579,71,Yes,Below Reorder point,C [Less Value],0.841942499,Z [Uncertain Demand],54,83,36.00988067,129.3498807,3.59,1
haircare,SKU78,6.306883176,50,946,1292.458418,Unknown,5,03-Jan-00,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,24-Jan-00,858,20-Jan-00,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,0.002237617,0.996033258,-83,Yes,Below Reorder point,C [Less Value],0.319510948,X [Uniform Demand],7,98,13.13988775,249.6398877,9.46,1
haircare,SKU79,57.05703122,56,198,7888.723268,Non-binary,31,24-Jan-00,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,04-Jan-00,228,11-Jan-00,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,0.013657648,0.474734653,61,No,In Stock,A [High Value],1.526552308,Z [Uncertain Demand],74,31,12.55589274,22.45589274,1.98,1
skincare,SKU80,91.12831835,75,872,8651.672683,Unknown,39,13-Jan-00,41,2,Carrier C,2.833184679,Supplier 3,Chennai,07-Jan-00,202,04-Jan-00,76.96122802,Fail,2.849662199,Sea,Route B,787.7798505,0.014978533,0.303572794,-631,Yes,Below Reorder point,A [High Value],0.346625409,X [Uniform Demand],16,19,4.561590389,74.32159039,8.72,1
haircare,SKU81,72.81920693,9,774,4384.4134,Unknown,48,05-Jan-00,8,5,Carrier B,4.066277502,Supplier 3,Delhi,27-Jan-00,698,00-Jan-00,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,0.00759068,0.846177629,-28,Yes,Below Reorder point,B [Medium Value],0.390513381,Y [Variable Demand],22,65,17.98704634,234.7070463,7.74,1
skincare,SKU82,17.03493074,13,336,2943.381868,Unknown,42,18-Jan-00,72,1,Carrier A,4.708181874,Supplier 2,Mumbai,05-Jan-00,955,25-Jan-00,4.465278435,Pending,4.137877049,Road,Route C,589.9785556,0.00509584,0.892559591,661,No,In Stock,B [Medium Value],0.899575467,Z [Uncertain Demand],57,72,8.878809864,29.03880986,3.36,1
haircare,SKU83,68.91124621,82,663,2411.754632,Unknown,65,23-Jan-00,7,8,Carrier B,4.949839578,Supplier 1,Bangalore,19-Jan-00,443,04-Jan-00,97.7305938,Fail,0.773006134,Road,Route A,682.9710182,0.004175441,0.952243487,-155,Yes,Below Reorder point,C [Less Value],0.45589345,Y [Variable Demand],29,85,14.99889449,147.5988945,6.63,1
haircare,SKU84,89.10436729,99,618,2048.2901,Unknown,73,25-Jan-00,80,10,Carrier A,8.381615625,Supplier 5,Chennai,23-Jan-00,589,21-Jan-00,33.80863651,Pass,4.843456577,Air,Route B,465.457006,0.003546179,0.971365507,44,Yes,Below Reorder point,C [Less Value],0.489089575,Y [Variable Demand],35,90,19.3092564,167.6292564,6.18,1
cosmetics,SKU85,76.96299442,83,25,8684.613059,Female,15,17-Jan-00,66,2,Carrier C,8.249168705,Supplier 5,Chennai,03-Jan-00,211,01-Jan-00,69.92934552,Fail,1.374429,Road,Route B,842.68683,0.015035562,0.258616035,201,No,In Stock,A [High Value],12.09029428,Z [Uncertain Demand],98,16,79.55413638,80.55413638,0.25,1
skincare,SKU86,19.99817694,18,223,1229.591029,Unknown,32,13-Jan-00,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,03-Jan-00,569,17-Jan-00,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,0.002128776,0.998162033,378,No,In Stock,C [Less Value],1.355414157,Z [Uncertain Demand],72,99,8.918625155,17.83862515,2.23,1
haircare,SKU87,80.41403665,24,79,5133.846701,Male,5,06-Jan-00,55,10,Carrier A,6.575803798,Supplier 3,Chennai,26-Jan-00,523,16-Jan-00,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,0.008888165,0.813882223,449,No,In Stock,B [Medium Value],3.826042494,Z [Uncertain Demand],93,61,169.9336774,191.2636774,0.79,1
cosmetics,SKU88,75.27040698,58,737,9444.742033,Male,60,17-Jan-00,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,20-Jan-00,953,10-Jan-00,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,0.016351564,0.133091674,276,No,In Stock,A [High Value],0.410118531,Y [Variable Demand],23,8,14.16754464,168.9375446,7.37,1
cosmetics,SKU89,97.76008558,10,134,5924.682567,Unknown,90,31 December 1899,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,22-Jan-00,370,10-Jan-00,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739,0.010257329,0.71878834,326,No,In Stock,B [Medium Value],2.255651918,Z [Uncertain Demand],84,51,85.34259033,116.1625903,1.34,1
skincare,SKU90,13.8819135,56,320,9592.63357,Non-binary,66,17-Jan-00,96,7,Carrier B,7.674430708,Supplier 3,Bangalore,07-Jan-00,585,07-Jan-00,85.67596334,Pass,1.219382224,Rail,Route B,990.0784725,0.016607607,0.067185299,331,No,In Stock,A [High Value],0.944554241,Z [Uncertain Demand],61,4,12.43033381,38.03033381,3.2,1
cosmetics,SKU91,62.11196546,90,916,1935.206794,Male,98,21-Jan-00,85,7,Carrier B,7.471514084,Supplier 4,Delhi,04-Jan-00,207,27-Jan-00,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,0.003350399,0.978215098,-611,Yes,Below Reorder point,C [Less Value],0.329975281,X [Uniform Demand],10,92,2.714046683,48.51404668,9.16,1
cosmetics,SKU92,47.71423308,44,276,2100.129755,Male,90,24-Jan-00,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,03-Jan-00,671,28-Jan-00,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,0.003635928,0.967819328,485,No,In Stock,C [Less Value],1.095135352,Z [Uncertain Demand],64,89,7.205990614,18.24599061,2.76,1
haircare,SKU93,69.290831,88,114,4531.402134,Unknown,63,16-Jan-00,66,1,Carrier C,7.006432059,Supplier 4,Chennai,20-Jan-00,824,19-Jan-00,35.63365234,Fail,4.165781795,Air,Route A,823.5238459,0.00784516,0.838586949,773,No,In Stock,B [Medium Value],2.651380325,Z [Uncertain Demand],88,64,91.59193333,115.5319333,1.14,1
cosmetics,SKU94,3.037688725,97,987,7888.356547,Unknown,77,25-Jan-00,72,9,Carrier B,6.942945942,Supplier 2,Delhi,11-Jan-00,908,13-Jan-00,60.38737861,Pass,1.463607498,Rail,Route B,846.665257,0.013657013,0.488391666,-2,Yes,Below Reorder point,A [High Value],0.306238457,X [Uniform Demand],2,32,6.045147141,124.4851471,9.87,1
haircare,SKU95,77.90392722,65,672,7386.363944,Unknown,15,13-Jan-00,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,17-Jan-00,450,25-Jan-00,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,0.01278792,0.593348959,-207,Yes,Below Reorder point,A [High Value],0.449787734,Y [Variable Demand],28,40,13.3182148,134.2782148,6.72,1
cosmetics,SKU96,24.42313142,29,324,7698.424766,Non-binary,67,01-Jan-00,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,27-Jan-00,648,27-Jan-00,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,0.013328187,0.528711166,391,No,In Stock,A [High Value],0.932893077,Z [Uncertain Demand],60,35,42.96905514,133.6890551,3.24,1
haircare,SKU97,3.526111259,56,62,4370.91658,Male,46,18-Jan-00,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,09-Jan-00,535,12-Jan-00,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,0.007567313,0.853744942,519,No,In Stock,B [Medium Value],4.875118662,Z [Uncertain Demand],95,66,80.195702,86.395702,0.62,1
skincare,SKU98,19.75460487,43,913,8525.95256,Female,53,31 December 1899,27,7,Carrier B,1.409801095,Supplier 5,Chennai,27-Jan-00,581,08-Jan-00,5.604690864,Pending,2.908122169,Rail,Route A,882.1988635,0.014760875,0.318333669,-279,Yes,Below Reorder point,A [High Value],0.331059537,X [Uniform Demand],11,20,15.24860226,270.8886023,9.13,1
haircare,SKU99,68.5178327,17,627,9185.185829,Unknown,55,07-Jan-00,59,6,Carrier B,1.311023756,Supplier 2,Chennai,28-Jan-00,921,01-Jan-00,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,0.015902197,0.181542832,349,No,In Stock,A [High Value],0.48206915,Y [Variable Demand],32,11,22.9971088,204.8271088,6.27,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
